Table 1
NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Obion County, Tennessee",47131,Tennessee,.0600522,n/a**,.0611702,.2972973,.0117647,0,.3043478,n/a**,.3029967,.4108696,n/a**,.4117647,.6158393,.1710522,54450,31594,58179
"Overton County, Tennessee",47133,Tennessee,.0520446,n/a**,.0520446,.2096774,n/a*,0,.2447844,n/a**,.2447844,.3685675,n/a**,.3685675,.8421863,.0389705,52813,44335,52932
"Perry County, Tennessee",47135,Tennessee,.0588235,n/a**,.0588235,n/a*,n/a*,0,.2838428,n/a**,.2838428,.4279476,n/a**,.4279476,1,.0813866,72210,37197,74184
"Pickett County, Tennessee",47137,Tennessee,.0153846,n/a**,.0153846,n/a*,n/a*,n/a*,.2547771,n/a**,.2547771,.4140127,n/a**,.4140127,1,.0059067,54705,50057,54733
"Polk County, Tennessee",47139,Tennessee,.0297872,n/a**,.0297872,n/a*,n/a*,0,.3083624,n/a**,.3083624,.402439,n/a**,.402439,1,.05204,60185,42635,60985
"Putnam County, Tennessee",47141,Tennessee,.0499432,n/a**,.0502283,.2745098,.0125,0,.2801316,n/a**,.2830821,.3603455,n/a**,.3647404,.3497601,.1157695,63818,52368,64822
"Rhea County, Tennessee",47143,Tennessee,.0568475,n/a**,.0568475,.2619048,0,0,.2782609,n/a**,.2782609,.3652174,n/a**,.3652174,.6801534,.0947156,57598,58702,57533
"Roane County, Tennessee",47145,Tennessee,.0556274,n/a**,.0556274,.2628205,.0072993,.0020833,.3380802,n/a**,.3380802,.4024262,n/a**,.4024262,.5099205,.0726331,73148,63207,73768
"Robertson County, Tennessee",47147,Tennessee,.0489663,n/a**,.0489663,.2383721,.0120482,.0034423,.3036402,n/a**,.3040309,.3901499,n/a**,.3906518,.5323989,.1673876,83276,75599,84571
"Rutherford County, Tennessee",47149,Tennessee,.0525648,n/a**,.0507701,.2474619,.0121294,.0004156,.3187995,n/a**,.320676,.3794115,n/a**,.3791703,.1702145,.2923642,85374,71558,90258
"Scott County, Tennessee",47151,Tennessee,.0537313,n/a**,.0537313,.28125,0,0,.3395683,n/a**,.3395683,.4748201,n/a**,.4748201,.8055605,.0285857,51084,39278,51386
"Sequatchie County, Tennessee",47153,Tennessee,.047619,n/a**,.047619,n/a*,n/a*,0,.2440087,n/a**,.2440087,.3507625,n/a**,.3507625,.7380244,.0647273,58572,63256,58268
"Sevier County, Tennessee",47155,Tennessee,.0361624,n/a**,.0366492,.1797753,.003861,0,.3321365,n/a**,.3345521,.4027528,n/a**,.4046313,.5664764,.1001463,71579,56928,72775
"Shelby County, Tennessee",47157,Tennessee,.0912342,.1249488,.0402194,.296322,.0154162,.0006056,.2810853,.2724596,.2973728,.3421877,.3428366,.3436984,.0275979,.647866,80016,58298,113340
"Smith County, Tennessee",47159,Tennessee,.0507813,n/a**,.0507813,n/a*,0,0,.3083197,n/a**,.3083197,.4143556,n/a**,.4143556,.8287593,.0740122,75035,155307,70730
"Stewart County, Tennessee",47161,Tennessee,.0566038,n/a**,.0566038,n/a*,n/a*,0,.3733333,n/a**,.3733333,.4688889,n/a**,.4688889,1,.0821479,58720,46896,59034
"Sullivan County, Tennessee",47163,Tennessee,.0378505,n/a**,.0375235,.2047872,.0071942,0,.3233544,n/a**,.3243446,.3940126,n/a**,.3955056,.255613,.0659854,69377,72348,69207
"Sumner County, Tennessee",47165,Tennessee,.0319192,n/a**,.0312373,.1892583,.0066079,.001227,.3249354,n/a**,.3251782,.3958333,n/a**,.3958198,.278826,.1587684,94687,77392,97459
"Tipton County, Tennessee",47167,Tennessee,.045177,n/a*,.044586,.2066667,.0263158,.001938,.3393713,n/a*,.345098,.4315397,n/a*,.4352941,.5512516,.2431038,78069,67246,81372
"Trousdale County, Tennessee",47169,Tennessee,.0305344,n/a**,.0305344,n/a*,n/a*,0,.3355705,n/a**,.3355705,.4395973,n/a**,.4395973,1,.15844,64745,49326,67207
"Unicoi County, Tennessee",47171,Tennessee,.047619,n/a**,.047619,n/a*,n/a*,0,.3290909,n/a**,.3290909,.4181818,n/a**,.4181818,.4466772,.0686093,52758,55056,52619
"Union County, Tennessee",47173,Tennessee,.046595,n/a**,.046595,.2222222,.0196078,0,.340625,n/a**,.340625,.434375,n/a**,.434375,1,.0376129,61863,82344,61091
"Van Buren County, Tennessee",47175,Tennessee,.0185185,n/a**,.0185185,n/a*,n/a*,n/a*,.3606557,n/a**,.3606557,.4344262,n/a**,.4344262,1,.0428819,52846,39836,53605
"Warren County, Tennessee",47177,Tennessee,.0606695,n/a**,.0613108,.254902,.0194175,.003663,.2636148,n/a**,.2644231,.3725335,n/a**,.3741987,.6137955,.1475357,56764,43114,58421
"Washington County, Tennessee",47179,Tennessee,.0410037,n/a**,.0407156,.2077922,.0076923,.0009381,.3110492,n/a**,.312735,.3741876,n/a**,.3757049,.2642158,.1137358,73919,44376,77109
"Wayne County, Tennessee",47181,Tennessee,.0545455,n/a**,.0545455,n/a*,n/a*,0,.2483516,n/a**,.2483516,.356044,n/a**,.356044,1,.1029773,54652,47422,54997
"Weakley County, Tennessee",47183,Tennessee,.0686275,n/a**,.0686275,.3818182,0,0,.2559653,n/a**,.2565217,.3232104,n/a**,.323913,.6700551,.132259,54538,39251,56194
"White County, Tennessee",47185,Tennessee,.0424929,n/a**,.0424929,.1898734,0,0,.287596,n/a**,.287596,.3841932,n/a**,.3841932,.7817422,.0651866,55864,58292,55777
"Williamson County, Tennessee",47187,Tennessee,.0207301,n/a**,.0194923,.2275449,.0275591,0,.2664369,n/a**,.2669627,.3040662,n/a**,.3042875,.1938618,.1541646,155149,139217,157691
"Wilson County, Tennessee",47189,Tennessee,.0288562,n/a**,.0286169,.1884058,.0102041,0,.3252317,n/a**,.3267182,.3901133,n/a**,.3916858,.3846727,.1503081,99956,77734,103367
"Anderson County, Texas",48001,Texas,.0720412,n/a*,.0754717,.2278481,.0227273,.0102389,.316955,n/a*,.3337596,.3986159,n/a*,.4028133,.6706353,.4106729,56912,42336,62837
"Andrews County, Texas",48003,Texas,.0597015,n/a**,n/a**,.2051282,0,0,.3791304,n/a**,n/a**,.4591304,n/a**,n/a**,.165021,.5982479,92927,77759,109171
"Angelina County, Texas",48005,Texas,.0695652,n/a**,.0508475,.2596154,.0197368,.0015408,.3572717,n/a**,.3547094,.4496572,n/a**,.4689379,.4308237,.3949749,63188,58041,66001
"Aransas County, Texas",48007,Texas,.0299401,n/a*,.0264151,.1212121,.0263158,0,.3207991,n/a*,.3333333,.3901293,n/a*,.4003044,.2726056,.3260567,75855,44758,86244
"Archer County, Texas",48009,Texas,.0071429,n/a**,.0071429,n/a*,n/a*,0,.3966667,n/a**,.3966667,.4666667,n/a**,.4666667,.8898829,.1165672,83749,49909,86414
"Armstrong County, Texas",48011,Texas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3548387,n/a**,.3548387,.4354839,n/a**,.4354839,1,.1064369,83298,64282,85263
"Atascosa County, Texas",48013,Texas,.0622618,.0566038,n/a*,.2102804,.019802,0,.3902439,.3699095,n/a*,.4737805,.4717194,n/a*,.6071119,.6671176,72059,61765,87370
"Austin County, Texas",48015,Texas,.0339367,n/a*,.027027,.1573034,.0114943,0,.3377111,n/a*,.3269598,.4108818,n/a*,.4206501,.6634409,.3779398,78664,56868,87289
"Bailey County, Texas",48017,Texas,.0930233,.0941176,n/a*,n/a*,n/a*,n/a*,.3705584,.3692308,n/a*,.426396,.425641,n/a*,.2875087,.6452113,65794,47107,84924
"Bandera County, Texas",48019,Texas,.0407524,n/a**,.0416667,.2115385,.0196078,.0046296,.3508772,n/a**,.3489011,.4251012,n/a**,.4230769,1,.2217421,73521,64390,75019
"Bastrop County, Texas",48021,Texas,.0475842,.0357143,.045007,.2073579,.006135,.0013495,.3471734,.2948718,.3274854,.4330885,.3589744,.4122807,.6385245,.476728,78946,69376,84478
"Baylor County, Texas",48023,Texas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2962963,n/a**,.2962963,.3796296,n/a**,.3796296,1,.1339111,52436,56867,51972
"Bee County, Texas",48025,Texas,.0813954,.0825083,n/a*,.2432432,.011236,0,.3917241,.3897516,n/a*,.4662069,.4627329,n/a*,.4297731,.6861795,63623,57016,72977
"Bell County, Texas",48027,Texas,.074901,.0928393,.0509761,.2629827,.0173611,.0003448,.4011084,.4162005,.4012409,.4734153,.4880878,.4728542,.1518623,.5549178,73912,61707,86394
"Bexar County, Texas",48029,Texas,.0659555,.0772216,.0179245,.2537313,.0128183,.000856,.3494827,.3445885,.312459,.4127294,.41504,.3455738,.0453908,.730427,79424,68646,99873
"Blanco County, Texas",48031,Texas,.0064516,n/a**,.0064516,n/a*,n/a*,0,.3123487,n/a**,.3123487,.3753027,n/a**,.3753027,1,.2300923,92547,64244,97921
"Borden County, Texas",48033,Texas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.1615008,88236,83815,88504
"Bosque County, Texas",48035,Texas,.0337553,n/a**,.028169,.1320755,n/a*,0,.3207547,n/a**,.3187023,.4048027,n/a**,.4045801,.8121568,.2217425,67280,55487,69479
"Bowie County, Texas",48037,Texas,.0565885,n/a*,.0377358,.2210884,.0162866,0,.3123939,n/a*,.3385167,.4159592,n/a*,.4407895,.3542484,.3621068,72703,44323,85271
"Brazoria County, Texas",48039,Texas,.0497694,.0575916,.0509165,.209854,.0218778,.000997,.3617294,.3583505,.355515,.4384753,.4268041,.4421149,.2252863,.5474612,105432,104178,106576
"Brazos County, Texas",48041,Texas,.0576208,.1057269,.0285016,.2494845,.004662,.0008078,.2986031,.3077572,.330871,.3493837,.3743676,.3761157,.1206358,.448879,76849,59699,88031
"Brewster County, Texas",48043,Texas,.0666667,n/a**,n/a*,n/a*,n/a*,.012987,.2983606,n/a**,.202381,.3901639,n/a**,.2857143,.3486785,.4971292,63082,53138,69690
"Briscoe County, Texas",48045,Texas,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,.245283,n/a**,n/a**,.3207547,n/a**,n/a**,1,.4200412,55863,42995,61981
"Brooks County, Texas",48047,Texas,.1333333,.1333333,n/a**,n/a*,n/a*,n/a*,.3103448,.3103448,n/a**,.4310345,.4310345,n/a**,.3175966,.9330626,41308,41602,37845
"Brown County, Texas",48049,Texas,.0368932,n/a**,.0360721,.144,.0083333,0,.3096568,n/a**,.3110561,.4062251,n/a**,.4067657,.4040046,.2837142,69577,66000,70536
"Burleson County, Texas",48051,Texas,.0613718,n/a**,.0661479,.2857143,.015625,0,.374376,n/a**,.3770492,.4575707,n/a**,.4644809,.7665678,.3527522,75799,53940,86485
"Burnet County, Texas",48053,Texas,.0347432,n/a**,.0347432,.1964286,0,.0023364,.3395407,n/a**,.3395407,.4090627,n/a**,.4090627,.5567251,.2640017,81163,65645,84364
"Caldwell County, Texas",48055,Texas,.0534591,.0669856,n/a**,.20625,.0060241,0,.3675334,.3673913,n/a**,.4441321,.4521739,n/a**,.4229234,.6033124,73546,65093,81382
"Calhoun County, Texas",48057,Texas,.0669145,.0637255,.0677966,.2463768,.0175439,0,.2916074,.2798574,.3385827,.3783784,.3600713,.4566929,.447313,.5771183,72536,64014,80902
"Callahan County, Texas",48059,Texas,.0445545,n/a**,.045,n/a*,n/a*,0,.3818182,n/a**,.3833718,.4568182,n/a**,.4595843,.7217956,.1400115,62737,55519,63526
"Cameron County, Texas",48061,Texas,.0865851,.086444,n/a*,.3023088,.0191424,.0004068,.3028336,.3056274,.1532258,.4000317,.4041074,.1935484,.0842081,.9141206,57625,54078,81912
"Camp County, Texas",48063,Texas,.0471698,n/a**,n/a*,.1960784,n/a*,0,.3319239,n/a**,n/a*,.435518,n/a**,n/a*,.6147891,.4422271,60622,46990,67929
"Carson County, Texas",48065,Texas,.0547945,n/a**,.0547945,n/a*,n/a*,n/a*,.2793296,n/a**,.2793296,.4022346,n/a**,.4022346,.9519573,.1427858,89245,86173,89627
"Cass County, Texas",48067,Texas,.0777311,n/a**,.07431,.2809917,.0229008,0,.339851,n/a**,.3398876,.4376164,n/a**,.4372659,.7401195,.2369008,57311,39131,62109
"Castro County, Texas",48069,Texas,.091954,.1025641,n/a*,n/a*,n/a*,n/a*,.3299492,.3703704,n/a*,.4314721,.4691358,n/a*,.4575788,.6804379,62964,59058,69316
"Chambers County, Texas",48071,Texas,.0639731,n/a*,.054878,.3,.015873,0,.3838862,.2903226,.3982301,.464455,.3870968,.480826,.4572031,.3303232,102629,81412,111280
"Cherokee County, Texas",48073,Texas,.0795229,n/a*,.0634921,.296875,.018018,0,.2539118,n/a*,.2750491,.3485064,n/a*,.367387,.6304848,.3931463,62730,47539,69212
"Childress County, Texas",48075,Texas,.0547945,n/a**,n/a*,n/a*,n/a*,n/a*,.2786885,n/a**,n/a*,.3934426,n/a**,n/a*,.331487,.4154143,61372,41422,69036
"Clay County, Texas",48077,Texas,.0526316,n/a**,.0535714,n/a*,n/a*,0,.3296296,n/a**,.3308271,.4185185,n/a**,.4172932,.7460008,.1022782,71797,67460,72030
"Cochran County, Texas",48079,Texas,n/a*,n/a*,n/a**,n/a*,n/a*,n/a*,.2826087,.2857143,n/a**,.3586957,.3428572,n/a**,1,.6394181,58478,49048,70683
"Coke County, Texas",48081,Texas,.02,n/a**,.02,n/a*,n/a*,n/a*,.2769231,n/a**,.2769231,.3846154,n/a**,.3846154,1,.2379655,54420,51956,55008
"Coleman County, Texas",48083,Texas,.0294118,n/a**,.0294118,n/a*,n/a*,0,.297491,n/a**,.297491,.3655914,n/a**,.3655914,.5154581,.2317015,63690,51319,66357
"Collin County, Texas",48085,Texas,.032479,.0593654,.0299949,.2010506,.0069961,.0003262,.3276946,.278054,.3617095,.3699574,.3398438,.4059015,.0524273,.4499763,122503,109542,130733
"Collingsworth County, Texas",48087,Texas,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.2413793,n/a*,.2325581,.3103448,n/a*,.3023256,1,.3991243,62878,31391,80471
"Colorado County, Texas",48089,Texas,.0641026,.0895522,.0363636,.2535211,.0144928,.005814,.345021,.3829787,.3501945,.4319776,.4751773,.4280156,.6261378,.4406804,73305,64192,77850
"Comal County, Texas",48091,Texas,.0237667,n/a**,.0171958,.1457286,.012959,.0005222,.4068498,n/a**,.3969285,.4564858,n/a**,.4450679,.4614555,.3378167,114102,104068,118388
"Comanche County, Texas",48093,Texas,.0231214,n/a**,.0236686,n/a*,n/a*,0,.2786517,n/a**,.2788018,.3865168,n/a**,.3870968,.7146128,.305418,63959,59930,65248
"Concho County, Texas",48095,Texas,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.3658537,n/a*,n/a*,.4268293,n/a*,n/a*,1,.4715248,67689,43437,74285
"Cooke County, Texas",48097,Texas,.0423892,n/a**,.0433071,.2,0,0,.3071896,n/a**,.3103964,.372549,n/a**,.3754675,.5903426,.2466222,78698,54312,84015
"Coryell County, Texas",48099,Texas,.0588235,n/a*,.0628931,.2286822,.012,0,.4134391,n/a*,.3691655,.4862342,n/a*,.4455445,.1942352,.4239312,68947,63138,71425
"Cottle County, Texas",48101,Texas,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,1,.4823386,45301,26887,62361
"Crane County, Texas",48103,Texas,.1333333,.1333333,n/a**,n/a*,n/a*,n/a*,.3984962,.3984962,n/a**,.4511278,.4511278,n/a**,.1069714,.6886714,79907,71985,90200
"Crockett County, Texas",48105,Texas,.0746269,.0746269,n/a**,n/a*,n/a*,n/a*,.4307692,.4307692,n/a**,.5153846,.5153846,n/a**,.2274805,.6257176,62573,48688,78769
"Crosby County, Texas",48107,Texas,.047619,n/a*,n/a**,n/a*,n/a*,n/a*,.34,n/a*,n/a**,.4133333,n/a*,n/a**,1,.6060658,51516,41254,62554
"Culberson County, Texas",48109,Texas,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.4025974,.4109589,n/a*,.4935065,.5068493,n/a*,1,.7461608,46561,39790,68665
"Dallam County, Texas",48111,Texas,.0315789,n/a*,n/a*,n/a*,n/a*,n/a*,.3,n/a*,n/a*,.3916667,n/a*,n/a*,.235417,.5035597,83942,74366,89734
"Dallas County, Texas",48113,Texas,.0721764,.0828017,.0340136,.2593807,.013395,.0004041,.265275,.2623554,.2692754,.3300183,.3344955,.3100483,.006883,.7175202,91752,69502,130044
"Dawson County, Texas",48115,Texas,.0869565,.0952381,n/a*,n/a*,n/a*,0,.3294798,.3229814,n/a*,.3930636,.3850932,n/a*,.1629437,.6671349,61585,45961,82740
"Deaf Smith County, Texas",48117,Texas,.0625,.0604982,n/a*,.1973684,.0384615,0,.3819444,.3810376,n/a*,.4895833,.4919499,n/a*,.1771113,.7530956,62666,57231,74680
"Delta County, Texas",48119,Texas,.0361446,n/a**,.0361446,n/a*,n/a*,n/a*,.4011299,n/a**,.4011299,.4576271,n/a**,.4576271,1,.1924176,70369,45918,74840
"Denton County, Texas",48121,Texas,.0391771,.0860656,.0308674,.2116863,.0114428,.0001385,.3507829,.2968037,.3753981,.4024049,.3652968,.4264238,.0690583,.4241085,119046,102344,128239
"DeWitt County, Texas",48123,Texas,.0772201,n/a**,.0714286,.2631579,n/a*,0,.2888199,n/a**,.2614379,.3944099,n/a**,.3660131,.4962432,.4521632,82821,54649,97869
"Dickens County, Texas",48125,Texas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.3300045,59602,33567,69164
"Dimmit County, Texas",48127,Texas,.1150443,.1150443,n/a**,n/a*,n/a*,0,.3470149,.3470149,n/a**,.4067164,.4067164,n/a**,.3947579,.8904963,50160,45086,76160
"Donley County, Texas",48129,Texas,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.4329897,n/a*,.4315789,.4845361,n/a*,.4842105,1,.1915021,60597,51980,61975
"Duval County, Texas",48131,Texas,.1169591,.1169591,n/a**,.2835821,n/a*,0,.3532763,.3532763,n/a**,.4643875,.4643875,n/a**,.6704295,.9065495,49597,49304,51763
"Eastland County, Texas",48133,Texas,.0685484,n/a**,.0685484,.2807018,0,.0079365,.3328076,n/a**,.3328076,.3801262,n/a**,.3801262,.6034548,.2068079,61234,77046,59128
"Ector County, Texas",48135,Texas,.0736295,.0847574,.0810811,.228836,.0142857,.0017969,.3860644,.363501,.4656489,.4511704,.428699,.5648855,.0945526,.6957701,84688,73536,104719
"Edwards County, Texas",48137,Texas,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.3114754,n/a*,n/a*,.3770492,n/a*,n/a*,1,.5672576,59159,39924,73574
"Ellis County, Texas",48139,Texas,.0459423,.0652174,.035801,.1933029,.0160514,0,.3907121,.3043478,.4056144,.4563468,.3913043,.4672014,.3197514,.4112679,95244,70708,108373
"El Paso County, Texas",48141,Texas,.0584388,.0587046,n/a*,.2356902,.0149254,.0009786,.3458446,.3459788,n/a*,.4245063,.4256449,n/a*,.0217437,.8841759,62655,59004,84483
"Erath County, Texas",48143,Texas,.0357853,n/a**,.0360721,.1954023,0,.0032362,.3408521,n/a**,.3406224,.4152047,n/a**,.4146341,.4632093,.2543916,74589,60512,77779
"Falls County, Texas",48145,Texas,.0964467,.1325301,.0714286,.2903226,n/a*,0,.3311111,.3085106,.3622047,.4333333,.4361702,.4330709,.6735699,.4875521,50705,35471,60495
"Fannin County, Texas",48147,Texas,.0305677,n/a**,.0305677,.1238095,.010101,0,.3460111,n/a**,.3463324,.4220779,n/a**,.4224698,.7052926,.2121203,72914,46532,77003
"Fayette County, Texas",48149,Texas,.0488998,n/a*,.0480226,.2714286,.0121951,0,.3322818,.3157895,.3337408,.4237645,.4210526,.4266504,.6713774,.2877372,76697,57931,81443
"Fisher County, Texas",48151,Texas,.0175439,n/a**,n/a*,n/a*,n/a*,n/a*,.3521127,n/a**,.3880597,.4014085,n/a**,.4328358,1,.3822614,65512,50049,74511
"Floyd County, Texas",48153,Texas,.0641026,.0649351,n/a*,n/a*,n/a*,n/a*,.3333333,.3333333,n/a*,.390625,.3915344,n/a*,.5331989,.6319146,59595,48156,73475
"Fort Bend County, Texas",48157,Texas,.0435465,.0526559,.0060976,.212585,.0151771,.0013324,.3129786,.3154478,.3628641,.362634,.3694491,.3980583,.0553577,.6815649,126968,116405,144059
"Franklin County, Texas",48159,Texas,.0491803,n/a**,.0491803,n/a*,n/a*,0,.3333333,n/a**,.3333333,.4115646,n/a**,.4115646,.6912777,.2133259,76173,66846,77669
"Freestone County, Texas",48161,Texas,.0408922,n/a**,.032967,.1692308,0,0,.3769633,n/a**,.3602015,.4677138,n/a**,.4559194,.6647658,.3339759,69203,54411,74745
"Frio County, Texas",48163,Texas,.0981308,.0981308,n/a**,.244186,0,0,.3703704,.3703704,n/a**,.436214,.436214,n/a**,.2218156,.8373006,67332,57925,99325
"Gaines County, Texas",48165,Texas,.0375,n/a*,.0382775,.1454545,n/a*,0,.3926606,.3866667,.3944563,.4385321,.4133333,.4434968,.6304348,.4449435,79384,87784,74408
"Galveston County, Texas",48167,Texas,.0549903,.073724,.0344673,.2442348,.0167038,.0014467,.3451005,.3426871,.3733514,.414339,.4413265,.4301784,.0614983,.4331368,97586,78035,109574
"Garza County, Texas",48169,Texas,.0784314,.08,n/a*,n/a*,n/a*,n/a*,.3307692,.3387097,n/a*,.3923077,.4032258,n/a*,.22334,.6034597,72314,49680,87233
"Gillespie County, Texas",48171,Texas,.0328767,n/a*,.0338983,.2037037,0,.0040984,.3256743,n/a*,.3271222,.3616384,n/a*,.363354,.5365382,.2529952,82523,67098,85138
"Glasscock County, Texas",48173,Texas,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,1,.4377483,105467,43483,137392
"Goliad County, Texas",48175,Texas,.0654206,n/a*,n/a*,n/a*,n/a*,0,.3688889,n/a*,n/a*,.4622222,n/a*,n/a*,1,.4173166,77169,50450,94662
"Gonzales County, Texas",48177,Texas,.0543478,n/a*,n/a*,.1971831,.0153846,0,.3583724,.3551402,.452381,.4256651,.4018691,.5238096,.6527995,.583474,76060,58797,93577
"Gray County, Texas",48179,Texas,.0583333,n/a**,.059322,.2089552,0,0,.3030794,n/a**,.3061564,.3857374,n/a**,.3893511,.1938762,.3668452,66482,54946,70237
"Grayson County, Texas",48181,Texas,.0501055,n/a**,.0462392,.2131148,.0054201,.0018182,.3321199,n/a**,.348332,.4006424,n/a**,.4150504,.4315048,.2458745,74491,62699,76883
"Gregg County, Texas",48183,Texas,.0490082,.0752688,.0450082,.1912442,.0025773,0,.3214791,.2848485,.3395523,.3987282,.3676768,.4097693,.1336236,.424933,76229,57390,87095
"Grimes County, Texas",48185,Texas,.0422164,n/a**,.0421053,.173913,0,0,.3603936,n/a**,.3425287,.4612546,n/a**,.4344828,.6890317,.4149871,77395,51325,89015
"Guadalupe County, Texas",48187,Texas,.0439952,n/a*,.0373832,.2273731,.0135922,.0006431,.4113012,n/a*,.3909091,.4806842,n/a*,.4863636,.2616225,.5083759,94096,83825,102420
"Hale County, Texas",48189,Texas,.0738095,.0769231,n/a**,.2380952,0,.0055866,.3310811,.3287514,n/a**,.3986486,.395189,n/a**,.2309983,.6617099,60390,51637,72264
"Hall County, Texas",48191,Texas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3222222,n/a**,n/a*,.4222222,n/a**,n/a*,1,.4438976,53651,38894,61287
"Hamilton County, Texas",48193,Texas,.008547,n/a**,.008547,n/a*,n/a*,0,.3379791,n/a**,.3379791,.4076655,n/a**,.4076655,.6437713,.1595055,70739,41098,74022
"Hansford County, Texas",48195,Texas,0,n/a*,n/a*,n/a*,n/a*,n/a*,.2774194,n/a*,n/a*,.4193548,n/a*,n/a*,.4033494,.4838768,55316,41351,65867
"Hardeman County, Texas",48197,Texas,.1090909,n/a**,n/a*,n/a*,n/a*,n/a*,.3165468,n/a**,.3272727,.381295,n/a**,.4,1,.2831432,55938,42478,60760
"Hardin County, Texas",48199,Texas,.0424671,n/a**,.0424671,.1813726,.0212766,.001675,.3795694,n/a**,.3795694,.4887331,n/a**,.4887331,.5154755,.1351009,80698,69900,81956
"Harris County, Texas",48201,Texas,.0734685,.0921232,.0325108,.2677906,.0170926,.0012751,.2798331,.259627,.2826445,.3465611,.3375085,.3211207,.0121328,.7146097,92488,70469,133211
"Harrison County, Texas",48203,Texas,.0534351,.0923695,.037225,.2044444,.0154639,0,.3505639,.3139717,.3744257,.4262218,.3830455,.4486983,.5605431,.3641334,79498,56262,88510
"Hartley County, Texas",48205,Texas,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.3894737,n/a*,n/a*,.4315789,n/a*,n/a*,.5725833,.4002469,73016,61976,76880
"Haskell County, Texas",48207,Texas,.0943396,n/a**,n/a*,n/a*,n/a*,n/a*,.2316384,n/a**,.24375,.299435,n/a**,.30625,.4761824,.3534754,49230,37697,53127
"Hays County, Texas",48209,Texas,.0449686,.0400763,.0188356,.2400691,.0050505,0,.3772671,.4321343,.3227041,.4362453,.5007194,.3718112,.3171214,.4755963,95570,86133,101503
"Hemphill County, Texas",48211,Texas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.4019608,n/a**,.4019608,.4607843,n/a**,.4607843,.2695035,.3693039,93374,57492,108562
"Henderson County, Texas",48213,Texas,.0487589,n/a**,.0513966,.1925926,.0082645,0,.3163882,n/a**,.3126963,.397085,n/a**,.3965904,.6011053,.2182312,69813,50727,73840
