state_name,county_name,Debt_All,Debt_Communities_Color,Debt_Majorities_White,Avg_Household_Income_All,Avg_Non_White_Income,Avg_Non_Hispanic
North Carolina,CHOWAN,.3356164,49,.4358974,57515,42419,66662
North Carolina,COLUMBUS,.2998138,.4,.2769231,55616,44645,61445
North Carolina,CRAVEN,.3593943,49,.3577922,71562,53507,80149
North Carolina,CURRITUCK,.3763676,49,.3763676,81134,76753,81688
North Carolina,DARE,.2942446,49,.2942446,80094,60167,81898
North Carolina,DAVIE,.2934621,49,.2934621,78412,57923,81211
North Carolina,DUPLIN,.2956731,.2922756,.3098202,52929,39224,62257
North Carolina,DURHAM,.2784651,.2888431,.2876428,86730,67612,106214
North Carolina,EDGECOMBE,.3070866,.311828,.2236842,50394,43271,61814
North Carolina,FORSYTH,.2899823,.2563667,.3067194,74136,50208,89722
North Carolina,GASTON,.3112894,49,.3186004,73164,57536,78289
North Carolina,GATES,.4054054,49,.3917526,63905,52682,70286
North Carolina,GRAHAM,.3321033,49,.3321033,47796,50855,47416
North Carolina,GRANVILLE,.3588517,49,.3806078,71297,52575,83302
North Carolina,GUILFORD,.2880611,.2795509,.2951093,78134,59769,94039
North Carolina,HARNETT,.379176,49,.385052,64066,52070,70563
North Carolina,HERTFORD,.3355372,.3298969,49,50420,45805,58155
North Carolina,HOKE,.4252717,.3478261,49,58873,51468,68219
North Carolina,IREDELL,.3172016,49,.3182362,90976,71889,96222
North Carolina,LENOIR,.3224886,.2682446,.375,56708,44487,67511
North Carolina,NASH,.3453905,.3403141,.3507463,67195,64818,69362
North Carolina,ONSLOW,.4032531,49,.3976073,67207,70209,65955
North Carolina,PAMLICO,.3299233,49,.3238994,67503,62264,68934
North Carolina,PASQUOTANK,.3643411,49,49,62857,51705,70550
North Carolina,PENDER,.371517,49,.372549,76780,52611,83400
North Carolina,PERQUIMANS,.356044,49,.3534676,62649,40768,70281
North Carolina,PERSON,.3110926,49,.348659,64737,50621,71262
North Carolina,PITT,.3326916,.309301,.3231421,72458,53565,86087
North Carolina,ROBESON,.3149733,.3230107,49,48129,43215,60522
North Carolina,ROWAN,.3131633,49,.3214507,65593,50004,70216
North Carolina,SAMPSON,.3133858,.2954545,.3385518,58515,44488,68170
North Carolina,SCOTLAND,.2841141,.3,49,48707,39158,59287
North Carolina,STANLY,.3328283,49,.3323045,66853,56704,68587
North Carolina,STOKES,.3131462,49,.3131462,60769,44273,62094
North Carolina,SWAIN,.3436533,49,.3321429,56555,57895,55910
North Carolina,TRANSYLVANIA,.278392,49,.278392,67138,53900,68142
North Carolina,TYRRELL,.3097345,49,49,47736,33143,58509
North Carolina,VANCE,.2786636,.2423698,49,56810,49637,66432
North Carolina,WAKE,.3025379,.3085672,.3099381,111123,87898,123838
North Carolina,WATAUGA,.2877493,49,.2888889,67569,50686,68451
North Carolina,WILKES,.2971292,49,.2971292,59466,67962,58517
North Carolina,YADKIN,.28474,49,.28474,59932,50215,61002
North Carolina,YANCEY,.2958801,49,.2977099,56153,39655,56918
North Dakota,BARNES,.2997347,49,.2997347,77131,54188,79010
North Dakota,BENSON,.2742857,.2666667,.282353,65093,39905,84384
North Dakota,BILLINGS,49,49,49,98764,49,98764
North Dakota,BOTTINEAU,.3645833,.474359,.3238095,80014,51480,81488
North Dakota,BOWMAN,.2946429,49,.2946429,80877,109734,79440
North Dakota,BURKE,.1969697,49,.1969697,93941,75428,94932
North Dakota,BURLEIGH,.3397762,49,.3410107,96490,66047,99200
North Dakota,CAVALIER,.2713178,49,.2713178,96680,69378,97111
North Dakota,DICKEY,.3333333,49,.3333333,79432,100202,77906
North Dakota,DIVIDE,.2794118,49,.2794118,88558,150523,85300
North Dakota,EDDY,.2967033,49,.2967033,77286,42013,81611
North Dakota,EMMONS,.2043011,49,.2043011,71032,69519,71135
North Dakota,FOSTER,.3846154,49,.3846154,78318,63996,78883
North Dakota,GOLDEN,.358209,49,.358209,71808,48036,73665
North Dakota,GRIGGS,.3561644,49,.3561644,75426,40166,77017
North Dakota,HETTINGER,49,49,49,79987,58843,80595
North Dakota,KIDDER,.3866667,49,.3866667,71731,85755,70814
North Dakota,LAMOURE,.3111111,49,.3111111,84603,56324,85733
North Dakota,MCHENRY,.3202247,49,.3202247,85434,48307,86479
North Dakota,MCKENZIE,.3776435,49,.4041812,105700,62234,113591
North Dakota,MCLEAN,.2990654,49,.2939297,81392,76523,81932
North Dakota,MORTON,.3731061,49,.3731061,92356,71073,94522
North Dakota,MOUNTRAIL,.3592815,.3675214,.36875,100606,80885,107454
North Dakota,OLIVER,49,49,49,88881,27035,90339
North Dakota,PEMBINA,.3415638,49,.3416667,81041,51690,83163
North Dakota,RAMSEY,.3431085,49,.3432836,78592,41038,83669
North Dakota,RANSOM,.3350254,49,.3350254,77166,45112,79408
North Dakota,RENVILLE,.3595506,49,.3595506,85076,46237,86694
North Dakota,ROLETTE,.3744292,.3770492,49,61600,56961,75947
North Dakota,SARGENT,.3219178,49,.3219178,78848,61833,80413
North Dakota,SIOUX,.368421,.3561644,49,53928,46972,86238
North Dakota,SLOPE,49,49,49,76096,125400,74374
North Dakota,STEELE,49,49,49,86840,90019,86730
North Dakota,STUTSMAN,.3500761,49,.3500761,73895,59541,74906
North Dakota,TOWNER,.2869565,49,.3043478,77897,56718,80035
North Dakota,TRAILL,.3629032,49,.3629032,78234,68695,78705
North Dakota,WALSH,.3040936,49,.3040936,76693,57032,79093
North Dakota,WELLS,.2229299,49,.2229299,73761,19986,74547
Ohio,ALLEN,.3415716,49,.3422392,67471,52232,70738
Ohio,ASHTABULA,.2937042,49,.2953207,65566,36751,68066
Ohio,ATHENS,.2860492,49,.2863022,62186,65363,61972
Ohio,AUGLAIZE,.3473132,49,.3473132,76552,50974,77537
Ohio,BELMONT,.3420801,49,.3433908,67033,72779,66820
Ohio,CHAMPAIGN,.3607908,49,.3603306,69841,45513,70966
Ohio,CLERMONT,.3441098,49,.3441606,92601,88994,92803
Ohio,COLUMBIANA,.3302395,49,.3301349,63169,63864,63142
Ohio,COSHOCTON,.2733625,49,.2733625,58516,54878,58640
Ohio,CUYAHOGA,.3157554,.3011691,.3340717,75382,51142,90740
Ohio,DARKE,.310138,49,.310138,68845,44759,69418
Ohio,DEFIANCE,.3403185,49,.3403538,73694,70551,74070
Ohio,GALLIA,.3066516,49,.3073446,60507,52548,60892
Ohio,GEAUGA,.3310457,49,.3311518,104403,116036,104147
Ohio,GUERNSEY,.2888707,49,.2888707,58828,36851,59627
Ohio,HOCKING,.3624079,49,.3628536,63701,46658,64038
Ohio,HOLMES,.2335558,49,.2341651,79857,69953,79998
Ohio,HURON,.3855483,49,.3857432,65653,54900,66544
Ohio,LICKING,.3517241,49,.3514889,88327,75504,89487
Ohio,LORAIN,.3427562,49,.3509604,77894,44685,85979
Ohio,LUCAS,.3234489,.2574258,.3376696,70287,48662,79059
Ohio,MAHONING,.3431921,.2421053,.3680804,63363,43923,67980
Ohio,MIAMI,.316404,49,.316404,80018,52772,81460
Ohio,MUSKINGUM,.2866981,49,.2890026,65255,51763,66538
Ohio,PAULDING,.3590192,49,.3590192,69620,54204,70387
Ohio,PICKAWAY,.3592233,49,.3591065,77039,71401,77183
Ohio,PREBLE,.3165635,49,.3165635,71405,55835,71893
Ohio,ROSS,.3084577,49,.308737,70298,45662,71412
Ohio,SANDUSKY,.3757256,49,.3757256,66143,51779,67962
Ohio,SCIOTO,.2977552,49,.2975382,60213,51740,60698
Ohio,SENECA,.3411563,49,.3411563,67625,54705,68647
Ohio,STARK,.3260421,.2384615,.3321629,71726,52538,74592
Ohio,TRUMBULL,.3590686,49,.3660714,63876,44096,66304
Ohio,TUSCARAWAS,.3223196,49,.3223196,66584,59984,66868
Ohio,VINTON,.372549,49,.372549,54406,59521,54309
Ohio,WILLIAMS,.3538595,49,.3538595,64821,54235,65318
Ohio,WYANDOT,.3310992,49,.3310992,68514,51937,69040
Oklahoma,ADAIR,.3387574,.3504464,49,46729,45996,47520
Oklahoma,ALFALFA,.3053435,49,.3053435,81944,72404,82557
Oklahoma,ATOKA,.3301663,49,.3341837,54846,45176,57435
Oklahoma,BECKHAM,.3369906,49,.3449419,68503,61833,69706
Oklahoma,BLAINE,.2956204,49,.2848837,65633,50997,68759
Oklahoma,BRYAN,.3141737,49,.3191633,61932,55004,64187
Oklahoma,CADDO,.2891247,.2875,.3062201,61438,52722,65360
Oklahoma,CANADIAN,.3909922,49,.3947251,86545,68206,90514
Oklahoma,CHOCTAW,.3098291,49,.3508772,50312,46435,52369
Oklahoma,CIMARRON,.16,49,.16,64782,67701,64194
Oklahoma,CLEVELAND,.3383983,49,.3401166,83314,70833,87080
Oklahoma,COAL,.3006536,49,.3006536,59996,53779,62294
Oklahoma,COTTON,.3548387,49,.3548387,61070,44809,64761
Oklahoma,CREEK,.3115646,49,.3116883,71024,72170,70741
Oklahoma,GARVIN,.3489583,49,.3489583,63489,60351,64187
Oklahoma,GRADY,.3532684,49,.3524823,79857,68893,81526
Oklahoma,GREER,.3708609,49,.3708609,51609,32609,55364
Oklahoma,HARMON,.2236842,49,49,65261,49663,73609
Oklahoma,HARPER,.3214286,49,.3214286,60655,49166,63023
Oklahoma,JOHNSTON,.3010381,49,.3010381,53245,55626,52521
Oklahoma,KAY,.2914952,49,.2918396,63840,54750,65932
Oklahoma,KINGFISHER,.3747573,49,.3811475,85007,56563,90378
Oklahoma,KIOWA,.2733813,49,.2733813,52399,33347,57011
Oklahoma,LATIMER,.3038462,49,.2901786,61059,48670,66567
Oklahoma,LE,.3217855,49,.3220797,54669,51829,55536
Oklahoma,LOVE,.4065574,49,.4065574,61351,66687,59762
Oklahoma,MCCLAIN,.3900388,49,.3908795,86131,72880,88638
Oklahoma,MCCURTAIN,.3346007,49,.3497268,52076,45775,55152
Oklahoma,MCINTOSH,.2737589,49,.2719298,53601,54440,53308
Oklahoma,MAJOR,.3392857,49,.3392857,70907,57379,72478
Oklahoma,MAYES,.3494176,49,.3398393,62056,59639,62958
Oklahoma,MURRAY,.3905882,49,.3905882,66516,61146,67984
Oklahoma,MUSKOGEE,.3162074,49,.3189066,64738,66971,63250
Oklahoma,NOBLE,.3409091,49,.3344052,70442,51308,73268
Oklahoma,NOWATA,.3151515,49,.3,54856,48542,57489
Oklahoma,OKFUSKEE,.3433735,49,.3277592,51384,45191,54644
Oklahoma,OKLAHOMA,.2930841,.2218238,.3363809,83009,59176,97595
Oklahoma,OKMULGEE,.2491667,49,.2682927,59397,55712,61144
Oklahoma,OSAGE,.3222958,49,.3253275,64349,57312,67689
Oklahoma,OTTAWA,.2954071,49,.2965739,53337,49312,54915
Oklahoma,PAWNEE,.3285124,49,.3271222,61953,57773,62952
Oklahoma,PAYNE,.2772768,49,.2791017,57813,34647,64062
Oklahoma,PITTSBURG,.3195635,49,.3168558,62746,55099,65250
Oklahoma,PONTOTOC,.3593109,49,.3665814,67130,54609,72332
Oklahoma,POTTAWATOMIE,.3409581,49,.3441331,69393,49061,74227
Oklahoma,PUSHMATAHA,.3120805,49,.3129252,54865,51922,55809
Oklahoma,ROGER,.2173913,49,.2125,79732,51831,82616
Oklahoma,ROGERS,.3378145,49,.340804,83199,71622,86615
Oklahoma,SEMINOLE,.3621934,49,.3516484,52767,50929,53465
Oklahoma,SEQUOYAH,.3115657,49,.315168,52371,52809,52178
Oklahoma,TEXAS,.2961083,.2727273,.3435898,60808,55848,64571
Oklahoma,TILLMAN,.3366834,49,49,56552,44760,62063
Oklahoma,TULSA,.2849582,.2058307,.3075111,84293,63286,94642
Oklahoma,WAGONER,.3705482,49,.3713462,83348,79407,84605
Oklahoma,WASHITA,.2550336,49,.2534246,65675,47996,67877
Oklahoma,WOODS,.3253968,49,.3253968,68430,53300,69875
Oklahoma,WOODWARD,.2996689,49,.3064516,77153,56968,79901
Oregon,BAKER,.2807018,49,.2807018,63855,69644,63514
Oregon,CLACKAMAS,.2748895,49,.2753401,106184,107970,105903
Oregon,CLATSOP,.2998501,49,.2998501,69890,61829,70696
Oregon,COOS,.2847318,49,.285124,62178,53409,63235
Oregon,CURRY,.2377702,49,.2366589,62649,58829,63178
Oregon,DESCHUTES,.3017294,49,.3105023,91480,64907,93954
Oregon,GILLIAM,.3103448,49,.3103448,57569,50435,58166
Oregon,HARNEY,.2791667,49,.2715517,59279,38099,61390
Oregon,JOSEPHINE,.2837884,49,.2857635,63233,51816,64499
Oregon,KLAMATH,.3324664,49,.3314235,68806,57759,71232
Oregon,LANE,.2615308,49,.2620022,77180,70123,78339
Oregon,LINN,.2976893,49,.2975309,74582,71088,75057
Oregon,MALHEUR,.3228438,49,.3451777,56286,49902,59165
Oregon,MORROW,.3581267,49,.3451327,67972,60464,71483
Oregon,MULTNOMAH,.2201735,49,.2196157,99033,78922,105844
Oregon,TILLAMOOK,.2797753,49,.2777778,64604,54205,65649
Oregon,UMATILLA,.3590544,49,.3677898,75934,72608,77181
Oregon,WALLOWA,.2731093,49,.2731093,66631,57923,67085
Oregon,WASCO,.2933333,49,.2933333,68193,70074,67809
Oregon,YAMHILL,.3016688,49,.2964092,84219,78234,85452
Pennsylvania,ALLEGHENY,.3434123,.2520548,.3480793,91448,66769,97264
Pennsylvania,BERKS,.3235632,.2118681,.3475762,84720,61882,91359
Pennsylvania,BLAIR,.3508493,49,.352,69143,57182,69749
Pennsylvania,BRADFORD,.3695128,49,.3699226,68533,52058,69060
Pennsylvania,BUCKS,.3344783,49,.335168,120851,115031,121760
Pennsylvania,BUTLER,.39063,49,.3911917,95378,88692,95688
Pennsylvania,CAMBRIA,.3740157,49,.3741025,63805,30695,65702
Pennsylvania,CENTRE,.2899637,49,.2909976,82780,65091,84969
Pennsylvania,CLARION,.3904282,49,.3896435,60001,65630,59885
Pennsylvania,CLEARFIELD,.4115385,49,.4107759,57924,108698,56562
Pennsylvania,CLINTON,.3577386,49,.3580705,64851,61348,64951
Pennsylvania,DAUPHIN,.3377983,.2282958,.3598632,80460,61063,88316
Pennsylvania,DELAWARE,.3156377,.2605564,.3316066,110612,79709,123723
Pennsylvania,ELK,.417495,49,.4165834,65911,40613,66540
Pennsylvania,ERIE,.3539149,49,.3629601,68095,41557,72021
Pennsylvania,FULTON,.3358349,49,.3358349,64334,48725,64793
Pennsylvania,HUNTINGDON,.3731976,49,.3732993,64102,58219,64315
Pennsylvania,INDIANA,.3591407,49,.3596099,69974,85778,69177
Pennsylvania,JUNIATA,.3105802,49,.3111111,67641,52712,68172
Pennsylvania,LACKAWANNA,.3546856,49,.3555589,73211,59753,74981
Pennsylvania,LEBANON,.3469341,49,.3466545,75913,59611,79188
Pennsylvania,LEHIGH,.3209498,.2622582,.3350288,86780,59123,99233
Pennsylvania,LUZERNE,.3379337,49,.3471362,68764,56123,70752
Pennsylvania,LYCOMING,.311967,49,.312779,71332,81385,70676
Pennsylvania,MCKEAN,.3879518,49,.3839733,64783,102464,64055
Pennsylvania,MIFFLIN,.3387097,49,.3394062,62711,50781,62989
Pennsylvania,MONTOUR,.3250415,49,.3250415,82546,115199,79823
Pennsylvania,PHILADELPHIA,.2331593,.2170405,.2655455,72748,54929,100322
Pennsylvania,PIKE,.3665298,49,.3595297,84629,83115,84907
Pennsylvania,SCHUYLKILL,.3622242,49,.3622242,68557,89369,67831
Pennsylvania,SNYDER,.3149171,49,.3140727,72603,135016,71214
Pennsylvania,SOMERSET,.4084939,49,.4077329,62567,78427,62381
Pennsylvania,SUSQUEHANNA,.373354,49,.373354,73572,77190,73471
Pennsylvania,TIOGA,.3607979,49,.3607979,63500,52416,63808
Pennsylvania,VENANGO,.3929693,49,.3929693,63012,57615,63155
Rhode Island,PROVIDENCE,.2855347,.2360515,.3104273,80824,63562,88949
South Carolina,ABBEVILLE,.214653,49,.2151163,53822,37805,61259
South Carolina,AIKEN,.3067181,49,.3090074,70238,54275,77535
South Carolina,ALLENDALE,.1895161,.1882845,49,43514,36688,65836
South Carolina,BAMBERG,.2216749,.2195122,.2465753,47242,36754,64366
South Carolina,BARNWELL,.3139013,49,49,48824,36542,59920
South Carolina,BEAUFORT,.3239659,.3310811,.3188111,109158,58723,124379
South Carolina,CHARLESTON,.2940791,.266,.3061731,104326,65157,121457
South Carolina,CLARENDON,.2933598,49,.2962963,57912,41390,73442
South Carolina,COLLETON,.3194103,.3246753,.3254902,51644,36217,62121
South Carolina,DARLINGTON,.2363388,.2282609,.2100313,62715,40230,81201
South Carolina,DILLON,.2573443,.2336066,.3837209,45654,36086,54848
South Carolina,DORCHESTER,.3596807,49,.3746297,82692,72976,87366
South Carolina,EDGEFIELD,.2891326,49,.3200935,70129,49429,83439
South Carolina,FAIRFIELD,.294854,.2765957,49,55357,45965,68740
South Carolina,GEORGETOWN,.2986326,49,.3131991,73686,42370,88218
South Carolina,GREENVILLE,.2665907,49,.277992,89338,63370,98973
South Carolina,GREENWOOD,.2213875,49,.2554744,60025,47630,68344
South Carolina,HORRY,.3003272,49,.3013937,70581,49324,74852
South Carolina,KERSHAW,.3252448,49,.3472041,70638,49357,80618
South Carolina,LAURENS,.2588506,49,.2588506,67205,62430,69345
South Carolina,MCCORMICK,.2857143,49,49,59965,51536,66327
South Carolina,MARLBORO,.2620192,.2595156,.2352941,45340,38311,54418
South Carolina,NEWBERRY,.2684411,49,.2816902,61507,42431,72508
South Carolina,OCONEE,.2781557,49,.2800926,74520,56280,76820
South Carolina,ORANGEBURG,.2790352,.2774095,.3107345,52664,42815,69706
South Carolina,PICKENS,.2687609,49,.2712982,66080,47986,68370
South Carolina,SALUDA,.2536383,49,.2482759,60021,42727,68768
South Carolina,SPARTANBURG,.2934897,.2070896,.3131077,71932,53727,79271
South Carolina,SUMTER,.2934656,.318612,.4722222,61173,48586,75441
South Dakota,AURORA,.2926829,49,.2926829,88305,66189,90850
South Dakota,BEADLE,.3339131,49,.3339131,66624,48003,69471
South Dakota,BENNETT,.48,49,49,58638,45932,69257
South Dakota,BON,.3282828,49,.3282828,65314,76640,64897
South Dakota,BROOKINGS,.2800441,49,.2815965,72925,50003,74657
South Dakota,BRULE,.3313253,49,.3313253,79750,92055,78027
South Dakota,BUTTE,.3701299,49,.3701299,64689,29562,67573
South Dakota,CODINGTON,.2957746,49,.2957746,69425,74650,69140
South Dakota,CORSON,.1898734,.2105263,49,55322,35775,85474
South Dakota,CUSTER,.293578,49,.293578,73793,61838,74589
South Dakota,DAVISON,.3085271,49,.3085271,72594,64972,73197
South Dakota,DAY,.2751323,49,.26,66831,41104,70059
South Dakota,DEUEL,.2790698,49,.2790698,73019,62236,73240
South Dakota,DEWEY,.3076923,.2702703,49,58826,46862,86928
South Dakota,EDMUNDS,.2589286,49,.2589286,85855,42212,86341
South Dakota,FALL,.2847682,49,.2847682,60879,47084,62345
South Dakota,FAULK,.4237288,49,.4237288,65775,49,65775
South Dakota,GREGORY,.2411347,49,.2411347,60278,35611,62628
South Dakota,HAAKON,.2804878,49,.2804878,60639,61752,60602
South Dakota,HAMLIN,.2890173,49,.2890173,78183,61993,79461
South Dakota,HAND,.2649573,49,.2649573,71101,41361,72376
South Dakota,HANSON,.3220339,49,.3220339,73755,76844,73728
South Dakota,HARDING,49,49,49,77628,49,77628
South Dakota,HUGHES,.3058824,49,.3006012,77468,38026,82419
South Dakota,HYDE,49,49,49,73326,59048,75131
South Dakota,JERAULD,49,49,49,92714,49997,94302
South Dakota,KINGSBURY,.3313954,49,.3313954,76846,62408,77163
South Dakota,LYMAN,.3944954,49,.3717949,62520,43541,71538
South Dakota,MCCOOK,.2530864,49,.2530864,73235,39751,75600
South Dakota,MCPHERSON,.2142857,49,.2142857,63173,62107,63217
South Dakota,MEADE,.3755869,49,.3739645,70606,55862,72194
South Dakota,MELLETTE,49,49,49,42062,21653,60530
South Dakota,MINER,.3648649,49,.3648649,64813,35656,65313
South Dakota,MINNEHAHA,.3356067,49,.3393437,81628,65450,83902
South Dakota,MOODY,.3333333,49,.3333333,80039,70138,82217
South Dakota,OGLALA,.248731,.248731,49,45707,44580,69186
South Dakota,PENNINGTON,.3282683,49,.3301435,77493,58922,80735
South Dakota,PERKINS,.2083333,49,.2083333,75636,92136,75009
South Dakota,SANBORN,.4473684,49,.4473684,78357,59247,79063
South Dakota,SPINK,.3915094,49,.3915094,84615,46655,85839
South Dakota,STANLEY,.377551,49,.377551,97659,75861,100563
South Dakota,SULLY,49,49,49,91160,43375,92189
South Dakota,TODD,.2777778,.2777778,49,37044,32073,65377
South Dakota,TRIPP,.36,49,.3668639,64130,29245,68931
South Dakota,TURNER,.3068592,49,.3068592,72813,60490,73076
South Dakota,YANKTON,.3347398,49,.3347398,75604,43819,78133
South Dakota,ZIEBACH,49,49,49,52721,42990,73559
Tennessee,BLEDSOE,.2578313,49,.2578313,59740,42280,60581
Tennessee,BLOUNT,.3283683,49,.3293127,75208,63121,76037
Tennessee,BRADLEY,.3005303,49,.3037327,66632,50759,69003
Tennessee,CANNON,.3017241,49,.3017241,65733,49711,66565
Tennessee,CARTER,.2960348,49,.2995595,52993,43703,53403
Tennessee,CHEATHAM,.3356918,49,.3356918,72891,53565,74064
Tennessee,CHESTER,.3031496,49,.3037475,61924,42155,65242
Tennessee,CLAIBORNE,.3116279,49,.3122568,50667,28785,51488
Tennessee,COCKE,.2745253,49,.2753859,49875,66596,49059
Tennessee,COFFEE,.2772973,49,.2791209,66968,57324,67995
Tennessee,DAVIDSON,.2469489,.2293922,.2477074,92592,67351,108301
Tennessee,DECATUR,.2521246,49,.2521246,58074,42398,59194
Tennessee,DEKALB,.2613293,49,.2613293,62873,46588,64440
Tennessee,DICKSON,.3081834,49,.3091759,70198,54327,71322
Tennessee,DYER,.2969858,49,.3,67860,55202,70424
Tennessee,FENTRESS,.2326284,49,.2326284,47004,33198,47405
Tennessee,GIBSON,.2969283,49,.2963473,57623,38439,62947
Tennessee,GRAINGER,.3425034,49,.3425034,58672,39208,59487
Tennessee,GRUNDY,.270202,49,.270202,54364,42808,56295
Tennessee,HAMBLEN,.3178808,49,.3189655,58713,39054,62190
Tennessee,HAWKINS,.3328197,49,.3328197,57760,49611,58067
Tennessee,HAYWOOD,.2946768,.3010526,49,51685,43488,62234
Tennessee,HICKMAN,.2775564,49,.2780749,62313,43151,63423
Tennessee,HUMPHREYS,.2944162,49,.2944162,61050,40702,61913
Tennessee,LAKE,.245283,49,.245283,55768,48957,57706
Tennessee,LAUDERDALE,.2826667,49,.2714078,50842,40826,56628
Tennessee,LAWRENCE,.2406986,49,.2406986,56783,68740,56256
Tennessee,LOUDON,.3034934,49,.3034934,77210,69074,77819
Tennessee,MCMINN,.2812155,49,.2817216,58406,60232,58221
Tennessee,MCNAIRY,.2879708,49,.2879708,51976,39360,53102
Tennessee,MACON,.2609787,49,.2609787,57564,34115,59217
Tennessee,MAURY,.3048378,49,.3055632,80635,63333,84930
Tennessee,MEIGS,.2879747,49,.2879747,59132,74217,58338
Tennessee,OBION,.3043478,49,.3029967,54450,31594,58179
Tennessee,OVERTON,.2447844,49,.2447844,52813,44335,52932
Tennessee,PERRY,.2838428,49,.2838428,72210,37197,74184
Tennessee,PICKETT,.2547771,49,.2547771,54705,50057,54733
Tennessee,RHEA,.2782609,49,.2782609,57598,58702,57533
Tennessee,RUTHERFORD,.3187995,49,.320676,85374,71558,90258
Tennessee,SEQUATCHIE,.2440087,49,.2440087,58572,63256,58268
Tennessee,STEWART,.3733333,49,.3733333,58720,46896,59034
Tennessee,SULLIVAN,.3233544,49,.3243446,69377,72348,69207
Tennessee,SUMNER,.3249354,49,.3251782,94687,77392,97459
Tennessee,TIPTON,.3393713,49,.345098,78069,67246,81372
Tennessee,TROUSDALE,.3355705,49,.3355705,64745,49326,67207
Tennessee,UNICOI,.3290909,49,.3290909,52758,55056,52619
Tennessee,UNION,.340625,49,.340625,61863,82344,61091
Tennessee,WEAKLEY,.2559653,49,.2565217,54538,39251,56194
Tennessee,WHITE,.287596,49,.287596,55864,58292,55777
Texas,ANDERSON,.316955,49,.3337596,56912,42336,62837
Texas,ANDREWS,.3791304,49,49,92927,77759,109171
Texas,ANGELINA,.3572717,49,.3547094,63188,58041,66001
Texas,ARANSAS,.3207991,49,.3333333,75855,44758,86244
Texas,ARCHER,.3966667,49,.3966667,83749,49909,86414
Texas,ARMSTRONG,.3548387,49,.3548387,83298,64282,85263
Texas,ATASCOSA,.3902439,.3699095,49,72059,61765,87370
Texas,AUSTIN,.3377111,49,.3269598,78664,56868,87289
Texas,BAILEY,.3705584,.3692308,49,65794,47107,84924
Texas,BANDERA,.3508772,49,.3489011,73521,64390,75019
Texas,BASTROP,.3471734,.2948718,.3274854,78946,69376,84478
Texas,BAYLOR,.2962963,49,.2962963,52436,56867,51972
Texas,BEE,.3917241,.3897516,49,63623,57016,72977
Texas,BELL,.4011084,.4162005,.4012409,73912,61707,86394
Texas,BEXAR,.3494827,.3445885,.312459,79424,68646,99873
Texas,BLANCO,.3123487,49,.3123487,92547,64244,97921
Texas,BORDEN,49,49,49,88236,83815,88504
Texas,BOSQUE,.3207547,49,.3187023,67280,55487,69479
Texas,BOWIE,.3123939,49,.3385167,72703,44323,85271
Texas,BRAZORIA,.3617294,.3583505,.355515,105432,104178,106576
Texas,BRAZOS,.2986031,.3077572,.330871,76849,59699,88031
Texas,BREWSTER,.2983606,49,.202381,63082,53138,69690
Texas,BRISCOE,.245283,49,49,55863,42995,61981
Texas,BROOKS,.3103448,.3103448,49,41308,41602,37845
Texas,BURLESON,.374376,49,.3770492,75799,53940,86485
Texas,BURNET,.3395407,49,.3395407,81163,65645,84364
Texas,CALDWELL,.3675334,.3673913,49,73546,65093,81382
Texas,CALLAHAN,.3818182,49,.3833718,62737,55519,63526
Texas,CAMERON,.3028336,.3056274,.1532258,57625,54078,81912
Texas,CAMP,.3319239,49,49,60622,46990,67929
Texas,CARSON,.2793296,49,.2793296,89245,86173,89627
Texas,CASS,.339851,49,.3398876,57311,39131,62109
Texas,CASTRO,.3299492,.3703704,49,62964,59058,69316
Texas,CHAMBERS,.3838862,.2903226,.3982301,102629,81412,111280
Texas,CHEROKEE,.2539118,49,.2750491,62730,47539,69212
Texas,CHILDRESS,.2786885,49,49,61372,41422,69036
Texas,COCHRAN,.2826087,.2857143,49,58478,49048,70683
Texas,COKE,.2769231,49,.2769231,54420,51956,55008
Texas,COLEMAN,.297491,49,.297491,63690,51319,66357
Texas,COLLIN,.3276946,.278054,.3617095,122503,109542,130733
Texas,COLLINGSWORTH,.2413793,49,.2325581,62878,31391,80471
Texas,COLORADO,.345021,.3829787,.3501945,73305,64192,77850
Texas,COMAL,.4068498,49,.3969285,114102,104068,118388
Texas,COMANCHE,.2786517,49,.2788018,63959,59930,65248
Texas,CONCHO,.3658537,49,49,67689,43437,74285
Texas,COOKE,.3071896,49,.3103964,78698,54312,84015
Texas,CORYELL,.4134391,49,.3691655,68947,63138,71425
Texas,COTTLE,49,49,49,45301,26887,62361
Texas,CRANE,.3984962,.3984962,49,79907,71985,90200
Texas,CROCKETT,.4307692,.4307692,49,62573,48688,78769
Texas,CROSBY,.34,49,49,51516,41254,62554
Texas,CULBERSON,.4025974,.4109589,49,46561,39790,68665
Texas,DALLAM,.3,49,49,83942,74366,89734
Texas,DALLAS,.265275,.2623554,.2692754,91752,69502,130044
Texas,DAWSON,.3294798,.3229814,49,61585,45961,82740
Texas,DEAF,.3819444,.3810376,49,62666,57231,74680
Texas,DELTA,.4011299,49,.4011299,70369,45918,74840
Texas,DENTON,.3507829,.2968037,.3753981,119046,102344,128239
Texas,DEWITT,.2888199,49,.2614379,82821,54649,97869
Texas,DICKENS,49,49,49,59602,33567,69164
Texas,DIMMIT,.3470149,.3470149,49,50160,45086,76160
Texas,DONLEY,.4329897,49,.4315789,60597,51980,61975
Texas,DUVAL,.3532763,.3532763,49,49597,49304,51763
